track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
it's too late,marvin sease,0.698,0.357,11.0,-13.843,1.0,0.0362,0.735,1.77e-06,0.0695,0.325,103.91,audio_features,0wd87FoYiiYgozT0ccZOXz,spotify:track:0wd87FoYiiYgozT0ccZOXz,https://api.spotify.com/v1/tracks/0wd87FoYiiYgozT0ccZOXz,https://api.spotify.com/v1/audio-analysis/0wd87FoYiiYgozT0ccZOXz,342000.0,3.0
get up stand up,bunny wailer,0.759,0.617,4.0,-13.437,0.0,0.0682,0.00172,1.81e-05,0.0885,0.909,102.509,audio_features,1HrnYddHKVUQl72KIS6BKf,spotify:track:1HrnYddHKVUQl72KIS6BKf,https://api.spotify.com/v1/tracks/1HrnYddHKVUQl72KIS6BKf,https://api.spotify.com/v1/audio-analysis/1HrnYddHKVUQl72KIS6BKf,374333.0,4.0
danny boy,johnny cash,0.334,0.0595,9.0,-11.069,1.0,0.0416,0.983,8.74e-05,0.124,0.241,177.07,audio_features,5o4SqGekEfvdkNuOVx5d3S,spotify:track:5o4SqGekEfvdkNuOVx5d3S,https://api.spotify.com/v1/tracks/5o4SqGekEfvdkNuOVx5d3S,https://api.spotify.com/v1/audio-analysis/5o4SqGekEfvdkNuOVx5d3S,198507.0,5.0
joe cool,b.b. king,0.787,0.804,10.0,-10.175,1.0,0.044,0.398,0.000865,0.285,0.898,112.382,audio_features,131Cn3DUEl3y5ntnIVvNhq,spotify:track:131Cn3DUEl3y5ntnIVvNhq,https://api.spotify.com/v1/tracks/131Cn3DUEl3y5ntnIVvNhq,https://api.spotify.com/v1/audio-analysis/131Cn3DUEl3y5ntnIVvNhq,230493.0,4.0
set a fire,will reagan,0.363,0.542,0.0,-5.644,1.0,0.0322,0.00446,7.51e-05,0.332,0.25,130.82,audio_features,3LSna6W1dRf2QbsUgmRoFf,spotify:track:3LSna6W1dRf2QbsUgmRoFf,https://api.spotify.com/v1/tracks/3LSna6W1dRf2QbsUgmRoFf,https://api.spotify.com/v1/audio-analysis/3LSna6W1dRf2QbsUgmRoFf,304829.0,4.0
i love jah,the ethiopians,0.819,0.496,7.0,-10.376,1.0,0.0922,0.273,0.000534,0.073,0.776,133.428,audio_features,4d3iXsAGs5E5CTIdwOaMVv,spotify:track:4d3iXsAGs5E5CTIdwOaMVv,https://api.spotify.com/v1/tracks/4d3iXsAGs5E5CTIdwOaMVv,https://api.spotify.com/v1/audio-analysis/4d3iXsAGs5E5CTIdwOaMVv,187493.0,4.0
bo diddley is a lover,bo diddley,0.621,0.722,2.0,-6.056,1.0,0.0824,0.758,0.0,0.621,0.441,85.343,audio_features,5uBzy8sOFgWdgA8ubUwuiw,spotify:track:5uBzy8sOFgWdgA8ubUwuiw,https://api.spotify.com/v1/tracks/5uBzy8sOFgWdgA8ubUwuiw,https://api.spotify.com/v1/audio-analysis/5uBzy8sOFgWdgA8ubUwuiw,157467.0,4.0
shattered dreams,johnny hates jazz,0.655,0.72,10.0,-9.423,1.0,0.0312,0.0318,4.71e-05,0.25,0.745,121.311,audio_features,5KXKhCfPNS4342ly8tTf6w,spotify:track:5KXKhCfPNS4342ly8tTf6w,https://api.spotify.com/v1/tracks/5KXKhCfPNS4342ly8tTf6w,https://api.spotify.com/v1/audio-analysis/5KXKhCfPNS4342ly8tTf6w,207347.0,4.0
to wish impossible things,the cure,0.443,0.297,9.0,-19.624,1.0,0.0284,0.608,0.437,0.0918,0.506,157.974,audio_features,1lGA1yVlhvrbyPvQ9tiWPh,spotify:track:1lGA1yVlhvrbyPvQ9tiWPh,https://api.spotify.com/v1/tracks/1lGA1yVlhvrbyPvQ9tiWPh,https://api.spotify.com/v1/audio-analysis/1lGA1yVlhvrbyPvQ9tiWPh,281427.0,4.0
"sisters, o sisters",yoko ono,0.371,0.87,0.0,-9.339,1.0,0.0795,0.149,0.000933,0.294,0.602,154.679,audio_features,0dtrZqWXAMjOCk36dwVSIk,spotify:track:0dtrZqWXAMjOCk36dwVSIk,https://api.spotify.com/v1/tracks/0dtrZqWXAMjOCk36dwVSIk,https://api.spotify.com/v1/audio-analysis/0dtrZqWXAMjOCk36dwVSIk,229320.0,4.0
walking blues,brownie mcghee,0.68,0.156,8.0,-16.414,1.0,0.0466,0.931,0.00225,0.0802,0.728,139.251,audio_features,5QSmrz1EXxcAgytGCCXU0i,spotify:track:5QSmrz1EXxcAgytGCCXU0i,https://api.spotify.com/v1/tracks/5QSmrz1EXxcAgytGCCXU0i,https://api.spotify.com/v1/audio-analysis/5QSmrz1EXxcAgytGCCXU0i,222013.0,4.0
ring (feat. kehlani),cardi b,0.767,0.543,1.0,-7.881,0.0,0.103,0.049,0.0,0.115,0.485,106.029,audio_features,5DfWF0jqMgZDCiu9zJENTA,spotify:track:5DfWF0jqMgZDCiu9zJENTA,https://api.spotify.com/v1/tracks/5DfWF0jqMgZDCiu9zJENTA,https://api.spotify.com/v1/audio-analysis/5DfWF0jqMgZDCiu9zJENTA,177140.0,4.0
i want your (hands on me),sinéad o'connor,0.564,0.881,0.0,-9.343,1.0,0.0305,0.0919,0.319,0.0549,0.857,102.059,audio_features,3FwJ6vxxKhhvet3DM042p9,spotify:track:3FwJ6vxxKhhvet3DM042p9,https://api.spotify.com/v1/tracks/3FwJ6vxxKhhvet3DM042p9,https://api.spotify.com/v1/audio-analysis/3FwJ6vxxKhhvet3DM042p9,278907.0,4.0
moanin',tucka,0.864,0.364,7.0,-10.432,0.0,0.0537,0.489,0.0,0.325,0.891,112.484,audio_features,6NYZGuqYGCz5e3njONKlHQ,spotify:track:6NYZGuqYGCz5e3njONKlHQ,https://api.spotify.com/v1/tracks/6NYZGuqYGCz5e3njONKlHQ,https://api.spotify.com/v1/audio-analysis/6NYZGuqYGCz5e3njONKlHQ,310413.0,3.0
kaleidoscope,a great big world,0.709,0.913,7.0,-5.148,1.0,0.0748,0.0182,0.0,0.167,0.519,108.024,audio_features,2SkJKMfjpYsNv0KWOxiegX,spotify:track:2SkJKMfjpYsNv0KWOxiegX,https://api.spotify.com/v1/tracks/2SkJKMfjpYsNv0KWOxiegX,https://api.spotify.com/v1/audio-analysis/2SkJKMfjpYsNv0KWOxiegX,229320.0,4.0
bill gates,lil wayne,0.564,0.798,7.0,-5.392,1.0,0.227,0.274,3.44e-05,0.129,0.669,90.67,audio_features,610FzmkhFSsORpECZbjT4X,spotify:track:610FzmkhFSsORpECZbjT4X,https://api.spotify.com/v1/tracks/610FzmkhFSsORpECZbjT4X,https://api.spotify.com/v1/audio-analysis/610FzmkhFSsORpECZbjT4X,258787.0,5.0
loving you is sweeter than ever,the band,0.533,0.904,5.0,-5.784,1.0,0.139,0.403,4.03e-05,0.781,0.578,90.63,audio_features,0rllda4hA3GqRhsF6SazEw,spotify:track:0rllda4hA3GqRhsF6SazEw,https://api.spotify.com/v1/tracks/0rllda4hA3GqRhsF6SazEw,https://api.spotify.com/v1/audio-analysis/0rllda4hA3GqRhsF6SazEw,305893.0,4.0
metal fatigue,allan holdsworth,0.479,0.622,2.0,-10.638,1.0,0.0724,0.0278,0.000608,0.283,0.504,124.913,audio_features,3KYoU0LxHMkNUsIcXPjP8l,spotify:track:3KYoU0LxHMkNUsIcXPjP8l,https://api.spotify.com/v1/tracks/3KYoU0LxHMkNUsIcXPjP8l,https://api.spotify.com/v1/audio-analysis/3KYoU0LxHMkNUsIcXPjP8l,296012.0,3.0
china doll,george hamilton iv,0.626,0.34,1.0,-14.0,1.0,0.0297,0.784,0.000149,0.0798,0.689,116.969,audio_features,0TCyT2ZdKfVJbaRns9kKZc,spotify:track:0TCyT2ZdKfVJbaRns9kKZc,https://api.spotify.com/v1/tracks/0TCyT2ZdKfVJbaRns9kKZc,https://api.spotify.com/v1/audio-analysis/0TCyT2ZdKfVJbaRns9kKZc,158160.0,3.0
when love has grown,george benson,0.488,0.366,4.0,-17.973,0.0,0.0398,0.975,0.857,0.104,0.553,144.227,audio_features,3KdZ0h53B4Zig3WcG44Euj,spotify:track:3KdZ0h53B4Zig3WcG44Euj,https://api.spotify.com/v1/tracks/3KdZ0h53B4Zig3WcG44Euj,https://api.spotify.com/v1/audio-analysis/3KdZ0h53B4Zig3WcG44Euj,302627.0,4.0
one year of love,queen,0.588,0.364,11.0,-8.542,0.0,0.0258,0.281,0.000631,0.356,0.124,110.986,audio_features,59rzNNiQISFeH3ktzhyOjr,spotify:track:59rzNNiQISFeH3ktzhyOjr,https://api.spotify.com/v1/tracks/59rzNNiQISFeH3ktzhyOjr,https://api.spotify.com/v1/audio-analysis/59rzNNiQISFeH3ktzhyOjr,267480.0,3.0
until,cassandra wilson,0.689,0.184,9.0,-16.985,0.0,0.0357,0.409,0.0106,0.0652,0.295,100.806,audio_features,5ZMnNGtJCD9nTyuo6F1r9p,spotify:track:5ZMnNGtJCD9nTyuo6F1r9p,https://api.spotify.com/v1/tracks/5ZMnNGtJCD9nTyuo6F1r9p,https://api.spotify.com/v1/audio-analysis/5ZMnNGtJCD9nTyuo6F1r9p,390360.0,4.0
circle of hands,uriah heep,0.191,0.509,5.0,-9.282,1.0,0.0334,0.00819,0.00309,0.0771,0.252,154.952,audio_features,7HEA2JdVohL9m9DlXBwyXS,spotify:track:7HEA2JdVohL9m9DlXBwyXS,https://api.spotify.com/v1/tracks/7HEA2JdVohL9m9DlXBwyXS,https://api.spotify.com/v1/audio-analysis/7HEA2JdVohL9m9DlXBwyXS,387200.0,4.0
i better be good,alice cooper,0.606,0.656,7.0,-12.66,1.0,0.0436,0.086,0.0,0.365,0.89,110.99,audio_features,5wmwWlwyh72ZvNrLIy8FjD,spotify:track:5wmwWlwyh72ZvNrLIy8FjD,https://api.spotify.com/v1/tracks/5wmwWlwyh72ZvNrLIy8FjD,https://api.spotify.com/v1/audio-analysis/5wmwWlwyh72ZvNrLIy8FjD,167240.0,4.0
full moon,wailing souls,0.823,0.265,4.0,-15.475,1.0,0.237,0.283,0.0,0.104,0.936,81.246,audio_features,2QheXUmdf7J59aSVKcHgoR,spotify:track:2QheXUmdf7J59aSVKcHgoR,https://api.spotify.com/v1/tracks/2QheXUmdf7J59aSVKcHgoR,https://api.spotify.com/v1/audio-analysis/2QheXUmdf7J59aSVKcHgoR,231160.0,4.0
funkdafied,da brat,0.802,0.461,11.0,-12.367,0.0,0.302,0.0757,0.0,0.109,0.74,90.995,audio_features,29VrHhpC5AS9b7XJYDPhqb,spotify:track:29VrHhpC5AS9b7XJYDPhqb,https://api.spotify.com/v1/tracks/29VrHhpC5AS9b7XJYDPhqb,https://api.spotify.com/v1/audio-analysis/29VrHhpC5AS9b7XJYDPhqb,185933.0,4.0
annie's going to sing her song,bob dylan,0.578,0.208,7.0,-12.369,1.0,0.0462,0.964,1.77e-06,0.167,0.372,118.378,audio_features,2oGXbxg0ZapA8fwRU9rveo,spotify:track:2oGXbxg0ZapA8fwRU9rveo,https://api.spotify.com/v1/tracks/2oGXbxg0ZapA8fwRU9rveo,https://api.spotify.com/v1/audio-analysis/2oGXbxg0ZapA8fwRU9rveo,142507.0,4.0
this time,jamey johnson,0.584,0.62,0.0,-6.529,1.0,0.028,0.439,0.558,0.124,0.544,106.597,audio_features,5GvWpHGm0udlQjFjXUa0Ad,spotify:track:5GvWpHGm0udlQjFjXUa0Ad,https://api.spotify.com/v1/tracks/5GvWpHGm0udlQjFjXUa0Ad,https://api.spotify.com/v1/audio-analysis/5GvWpHGm0udlQjFjXUa0Ad,171240.0,4.0
guess it’s all over,mndsgn,0.624,0.484,4.0,-8.642,0.0,0.0579,0.139,4.87e-05,0.071,0.749,121.936,audio_features,6zuRGCIpH2zZETd7pLQ7yG,spotify:track:6zuRGCIpH2zZETd7pLQ7yG,https://api.spotify.com/v1/tracks/6zuRGCIpH2zZETd7pLQ7yG,https://api.spotify.com/v1/audio-analysis/6zuRGCIpH2zZETd7pLQ7yG,347402.0,4.0
something to say,joe cocker,0.323,0.39,2.0,-12.22,1.0,0.0287,0.142,0.00797,0.303,0.436,107.319,audio_features,3dXF0pa5oF07WI6cX9fXrU,spotify:track:3dXF0pa5oF07WI6cX9fXrU,https://api.spotify.com/v1/tracks/3dXF0pa5oF07WI6cX9fXrU,https://api.spotify.com/v1/audio-analysis/3dXF0pa5oF07WI6cX9fXrU,562587.0,4.0
i ain't no saint,rory gallagher,0.69,0.663,1.0,-9.553,1.0,0.0372,0.243,0.0358,0.0898,0.872,104.128,audio_features,50PB9YGCpaAcS53uzSePdr,spotify:track:50PB9YGCpaAcS53uzSePdr,https://api.spotify.com/v1/tracks/50PB9YGCpaAcS53uzSePdr,https://api.spotify.com/v1/audio-analysis/50PB9YGCpaAcS53uzSePdr,297966.0,4.0
racism,adam calhoun,0.749,0.707,2.0,-6.96,1.0,0.306,0.441,0.0,0.0555,0.273,84.925,audio_features,2Qe16TZa86Mxia9cgSbZoz,spotify:track:2Qe16TZa86Mxia9cgSbZoz,https://api.spotify.com/v1/tracks/2Qe16TZa86Mxia9cgSbZoz,https://api.spotify.com/v1/audio-analysis/2Qe16TZa86Mxia9cgSbZoz,152037.0,4.0
senza fine,dean martin,0.207,0.232,10.0,-12.485,0.0,0.0326,0.864,0.000396,0.207,0.174,78.917,audio_features,2BBH59nyfRuXTC8rpYEPT0,spotify:track:2BBH59nyfRuXTC8rpYEPT0,https://api.spotify.com/v1/tracks/2BBH59nyfRuXTC8rpYEPT0,https://api.spotify.com/v1/audio-analysis/2BBH59nyfRuXTC8rpYEPT0,168613.0,4.0
scratch my back,the fabulous thunderbirds,0.775,0.499,4.0,-7.181,1.0,0.0415,0.496,0.0219,0.114,0.862,121.056,audio_features,6f3OYG5R630tjwFIHIE7j2,spotify:track:6f3OYG5R630tjwFIHIE7j2,https://api.spotify.com/v1/tracks/6f3OYG5R630tjwFIHIE7j2,https://api.spotify.com/v1/audio-analysis/6f3OYG5R630tjwFIHIE7j2,232707.0,4.0
the road,waylon jennings,0.559,0.329,7.0,-12.383,1.0,0.0253,0.856,0.0096,0.133,0.458,95.403,audio_features,4SRHUPhlL8OfjrBd6OhTrs,spotify:track:4SRHUPhlL8OfjrBd6OhTrs,https://api.spotify.com/v1/tracks/4SRHUPhlL8OfjrBd6OhTrs,https://api.spotify.com/v1/audio-analysis/4SRHUPhlL8OfjrBd6OhTrs,170667.0,4.0
ganges delta blues,ry cooder & v.m. bhatt,0.354,0.188,2.0,-28.437,1.0,0.0461,0.697,0.938,0.0577,0.272,92.501,audio_features,6Q8FLlX9nZZRBdmEpbbGKD,spotify:track:6Q8FLlX9nZZRBdmEpbbGKD,https://api.spotify.com/v1/tracks/6Q8FLlX9nZZRBdmEpbbGKD,https://api.spotify.com/v1/audio-analysis/6Q8FLlX9nZZRBdmEpbbGKD,599360.0,4.0
it's my job to keep punk rock elite,nofx,0.46,0.99,8.0,-3.505,1.0,0.175,8.56e-05,1.73e-06,0.584,0.35,100.818,audio_features,6vWVPfnyCENt9znrCy2UNj,spotify:track:6vWVPfnyCENt9znrCy2UNj,https://api.spotify.com/v1/tracks/6vWVPfnyCENt9znrCy2UNj,https://api.spotify.com/v1/audio-analysis/6vWVPfnyCENt9znrCy2UNj,80800.0,4.0
alumni blues (hot tuna),hot tuna,0.579,0.202,4.0,-14.071,1.0,0.0358,0.514,0.0317,0.117,0.363,103.586,audio_features,52F4M0jGBdMet8jqWdpmdg,spotify:track:52F4M0jGBdMet8jqWdpmdg,https://api.spotify.com/v1/tracks/52F4M0jGBdMet8jqWdpmdg,https://api.spotify.com/v1/audio-analysis/52F4M0jGBdMet8jqWdpmdg,297307.0,4.0
freedom fighter,black uhuru,0.597,0.383,9.0,-15.965,0.0,0.146,0.0775,1.37e-05,0.11,0.396,83.427,audio_features,39PMNhqnKZwOeMdyLNtjQB,spotify:track:39PMNhqnKZwOeMdyLNtjQB,https://api.spotify.com/v1/tracks/39PMNhqnKZwOeMdyLNtjQB,https://api.spotify.com/v1/audio-analysis/39PMNhqnKZwOeMdyLNtjQB,236533.0,4.0
let me call you sweetheart,bing crosby,0.159,0.268,4.0,-14.997,1.0,0.0363,0.916,0.817,0.345,0.246,87.867,audio_features,0JgpdKK7T18MmjHBNasbWR,spotify:track:0JgpdKK7T18MmjHBNasbWR,https://api.spotify.com/v1/tracks/0JgpdKK7T18MmjHBNasbWR,https://api.spotify.com/v1/audio-analysis/0JgpdKK7T18MmjHBNasbWR,149773.0,5.0
party in hell,aaron lewis,0.559,0.62,6.0,-6.133,1.0,0.0282,0.319,0.00418,0.06,0.293,80.958,audio_features,1RSDFzW5aa1RWyljYsa9tS,spotify:track:1RSDFzW5aa1RWyljYsa9tS,https://api.spotify.com/v1/tracks/1RSDFzW5aa1RWyljYsa9tS,https://api.spotify.com/v1/audio-analysis/1RSDFzW5aa1RWyljYsa9tS,246387.0,3.0
move me,the upsetters,0.915,0.466,0.0,-12.541,1.0,0.0576,0.156,0.881,0.0989,0.968,105.581,audio_features,2VVYrOnrouTsfY3Khx9HGu,spotify:track:2VVYrOnrouTsfY3Khx9HGu,https://api.spotify.com/v1/tracks/2VVYrOnrouTsfY3Khx9HGu,https://api.spotify.com/v1/audio-analysis/2VVYrOnrouTsfY3Khx9HGu,152427.0,4.0
i don't care who knows,koko taylor,0.68,0.741,0.0,-6.43,1.0,0.149,0.517,8e-06,0.545,0.854,128.668,audio_features,1FYmhUL5kwz90MddCidCP8,spotify:track:1FYmhUL5kwz90MddCidCP8,https://api.spotify.com/v1/tracks/1FYmhUL5kwz90MddCidCP8,https://api.spotify.com/v1/audio-analysis/1FYmhUL5kwz90MddCidCP8,134640.0,4.0
it's the talk of the town,dean martin,0.274,0.231,1.0,-14.572,1.0,0.0331,0.947,1.72e-06,0.137,0.183,88.218,audio_features,5eEe4QvZcQAvoP0L2bHy5G,spotify:track:5eEe4QvZcQAvoP0L2bHy5G,https://api.spotify.com/v1/tracks/5eEe4QvZcQAvoP0L2bHy5G,https://api.spotify.com/v1/audio-analysis/5eEe4QvZcQAvoP0L2bHy5G,139813.0,3.0
keep on doing it,cocoa tea,0.758,0.227,9.0,-17.187,1.0,0.176,0.031,2.71e-06,0.0644,0.67,177.172,audio_features,4W6f8bWZfUe5LVWKlORVyZ,spotify:track:4W6f8bWZfUe5LVWKlORVyZ,https://api.spotify.com/v1/tracks/4W6f8bWZfUe5LVWKlORVyZ,https://api.spotify.com/v1/audio-analysis/4W6f8bWZfUe5LVWKlORVyZ,222973.0,4.0
that's as close as i'll get to loving you,aaron tippin,0.609,0.581,10.0,-8.275,1.0,0.0241,0.458,0.0,0.0827,0.425,87.456,audio_features,73LDqsR8XnvkV4l7MnbwOm,spotify:track:73LDqsR8XnvkV4l7MnbwOm,https://api.spotify.com/v1/tracks/73LDqsR8XnvkV4l7MnbwOm,https://api.spotify.com/v1/audio-analysis/73LDqsR8XnvkV4l7MnbwOm,196840.0,4.0
the memory remains,metallica,0.432,0.904,10.0,-3.697,0.0,0.0432,0.000321,0.00982,0.206,0.6,144.401,audio_features,0vhOJ8a3M2LWnBNrDXJKDl,spotify:track:0vhOJ8a3M2LWnBNrDXJKDl,https://api.spotify.com/v1/tracks/0vhOJ8a3M2LWnBNrDXJKDl,https://api.spotify.com/v1/audio-analysis/0vhOJ8a3M2LWnBNrDXJKDl,279240.0,4.0
caring is creepy,the shins,0.407,0.776,2.0,-6.184,1.0,0.0372,0.023,8.34e-06,0.188,0.508,95.075,audio_features,1d1Uc9yNUMvUb0RbakGDt0,spotify:track:1d1Uc9yNUMvUb0RbakGDt0,https://api.spotify.com/v1/tracks/1d1Uc9yNUMvUb0RbakGDt0,https://api.spotify.com/v1/audio-analysis/1d1Uc9yNUMvUb0RbakGDt0,199053.0,4.0
model citizen,alice cooper,0.425,0.682,5.0,-12.428,0.0,0.065,0.00276,9.89e-05,0.0703,0.823,151.931,audio_features,0jPYzlUWpk2quz40bawgjW,spotify:track:0jPYzlUWpk2quz40bawgjW,https://api.spotify.com/v1/tracks/0jPYzlUWpk2quz40bawgjW,https://api.spotify.com/v1/audio-analysis/0jPYzlUWpk2quz40bawgjW,158960.0,4.0
heartbeats,josé gonzález,0.589,0.177,3.0,-14.891,1.0,0.0325,0.977,0.714,0.0958,0.311,88.409,audio_features,5YqpHuXpFjDVZ7tY1ClFll,spotify:track:5YqpHuXpFjDVZ7tY1ClFll,https://api.spotify.com/v1/tracks/5YqpHuXpFjDVZ7tY1ClFll,https://api.spotify.com/v1/audio-analysis/5YqpHuXpFjDVZ7tY1ClFll,161680.0,4.0
i can't help myself,bonnie raitt,0.612,0.914,4.0,-5.13,1.0,0.0395,0.267,0.0,0.142,0.746,122.916,audio_features,4uXR7YMfwMmFSPUWJHGDY4,spotify:track:4uXR7YMfwMmFSPUWJHGDY4,https://api.spotify.com/v1/tracks/4uXR7YMfwMmFSPUWJHGDY4,https://api.spotify.com/v1/audio-analysis/4uXR7YMfwMmFSPUWJHGDY4,186173.0,4.0
uptown dub,black uhuru,0.735,0.443,7.0,-14.536,1.0,0.0946,0.00854,0.128,0.219,0.622,79.055,audio_features,0ZW48q8Apg1hgv7VBaoHuc,spotify:track:0ZW48q8Apg1hgv7VBaoHuc,https://api.spotify.com/v1/tracks/0ZW48q8Apg1hgv7VBaoHuc,https://api.spotify.com/v1/audio-analysis/0ZW48q8Apg1hgv7VBaoHuc,217533.0,4.0
my good gal,old crow medicine show,0.531,0.4,9.0,-9.702,1.0,0.0299,0.585,0.000402,0.0899,0.617,154.952,audio_features,7qnyLm2QMpVzXm0XJQKzOx,spotify:track:7qnyLm2QMpVzXm0XJQKzOx,https://api.spotify.com/v1/tracks/7qnyLm2QMpVzXm0XJQKzOx,https://api.spotify.com/v1/audio-analysis/7qnyLm2QMpVzXm0XJQKzOx,258653.0,4.0
all about tonight,blake shelton,0.674,0.943,0.0,-3.413,1.0,0.0408,0.0159,0.0,0.504,0.856,118.06,audio_features,5cQIrML7iJEUsOCNsHqWlB,spotify:track:5cQIrML7iJEUsOCNsHqWlB,https://api.spotify.com/v1/tracks/5cQIrML7iJEUsOCNsHqWlB,https://api.spotify.com/v1/audio-analysis/5cQIrML7iJEUsOCNsHqWlB,205613.0,4.0
at dizzy's,henace,0.652,0.216,10.0,-10.523,1.0,0.0752,0.449,0.913,0.123,0.582,83.726,audio_features,0UHgJn9wcpxZ8r90Ospbrh,spotify:track:0UHgJn9wcpxZ8r90Ospbrh,https://api.spotify.com/v1/tracks/0UHgJn9wcpxZ8r90Ospbrh,https://api.spotify.com/v1/audio-analysis/0UHgJn9wcpxZ8r90Ospbrh,117759.0,4.0
swinging on a star,bing crosby,0.706,0.167,0.0,-13.137,1.0,0.0602,0.896,0.0,0.101,0.724,139.763,audio_features,7xy0PAZxzGDOcYzyptvprd,spotify:track:7xy0PAZxzGDOcYzyptvprd,https://api.spotify.com/v1/tracks/7xy0PAZxzGDOcYzyptvprd,https://api.spotify.com/v1/audio-analysis/7xy0PAZxzGDOcYzyptvprd,151867.0,3.0
what about you,dr. hook,0.435,0.43,2.0,-10.548,1.0,0.038,0.119,4.05e-06,0.0955,0.653,184.107,audio_features,4urwpZN2dhGDqDXUeVLAuJ,spotify:track:4urwpZN2dhGDqDXUeVLAuJ,https://api.spotify.com/v1/tracks/4urwpZN2dhGDqDXUeVLAuJ,https://api.spotify.com/v1/audio-analysis/4urwpZN2dhGDqDXUeVLAuJ,173293.0,3.0
country air,the beach boys,0.342,0.304,2.0,-9.151,1.0,0.031,0.167,0.155,0.26,0.156,172.77,audio_features,0gPVwXtUoT1Whc9xtd09PF,spotify:track:0gPVwXtUoT1Whc9xtd09PF,https://api.spotify.com/v1/tracks/0gPVwXtUoT1Whc9xtd09PF,https://api.spotify.com/v1/audio-analysis/0gPVwXtUoT1Whc9xtd09PF,142333.0,3.0
the stand,mother mother,0.696,0.87,2.0,-3.566,1.0,0.0487,0.00213,0.000229,0.0525,0.876,117.998,audio_features,6HSbHJSeDXW0nej0oSXSE1,spotify:track:6HSbHJSeDXW0nej0oSXSE1,https://api.spotify.com/v1/tracks/6HSbHJSeDXW0nej0oSXSE1,https://api.spotify.com/v1/audio-analysis/6HSbHJSeDXW0nej0oSXSE1,176507.0,4.0
black roses,nashville cast,0.582,0.426,4.0,-8.497,1.0,0.0268,0.813,0.000153,0.321,0.331,81.988,audio_features,4507W8oK5M3FgEFizDqyMm,spotify:track:4507W8oK5M3FgEFizDqyMm,https://api.spotify.com/v1/tracks/4507W8oK5M3FgEFizDqyMm,https://api.spotify.com/v1/audio-analysis/4507W8oK5M3FgEFizDqyMm,222000.0,4.0
i give you my word,the platters,0.505,0.351,7.0,-9.826,0.0,0.0245,0.882,1.82e-06,0.0909,0.605,100.077,audio_features,1P6ClnjGi6RK6vGZj8LsSQ,spotify:track:1P6ClnjGi6RK6vGZj8LsSQ,https://api.spotify.com/v1/tracks/1P6ClnjGi6RK6vGZj8LsSQ,https://api.spotify.com/v1/audio-analysis/1P6ClnjGi6RK6vGZj8LsSQ,135333.0,4.0
one life to live (feat. mc eiht),pete rock,0.684,0.632,0.0,-5.728,1.0,0.445,0.264,0.0,0.134,0.759,88.831,audio_features,7mGFQ68R0o0razSwPvxqGB,spotify:track:7mGFQ68R0o0razSwPvxqGB,https://api.spotify.com/v1/tracks/7mGFQ68R0o0razSwPvxqGB,https://api.spotify.com/v1/audio-analysis/7mGFQ68R0o0razSwPvxqGB,323467.0,4.0
inner light spectrum,311,0.727,0.494,1.0,-10.075,1.0,0.0292,0.201,0.000144,0.109,0.565,130.239,audio_features,0Ad93Ruu1wGsmwOKa3at9f,spotify:track:0Ad93Ruu1wGsmwOKa3at9f,https://api.spotify.com/v1/tracks/0Ad93Ruu1wGsmwOKa3at9f,https://api.spotify.com/v1/audio-analysis/0Ad93Ruu1wGsmwOKa3at9f,220440.0,4.0
on my knees,dorothy,0.413,0.9,6.0,-3.932,1.0,0.0581,0.00131,1.05e-05,0.389,0.588,126.061,audio_features,4yDs61mzPcTod9qrBUE3H9,spotify:track:4yDs61mzPcTod9qrBUE3H9,https://api.spotify.com/v1/tracks/4yDs61mzPcTod9qrBUE3H9,https://api.spotify.com/v1/audio-analysis/4yDs61mzPcTod9qrBUE3H9,308213.0,4.0
fairy tales for two,willie bobo,0.546,0.536,10.0,-10.5,1.0,0.0385,0.427,0.258,0.171,0.74,76.26,audio_features,1kN6Y8g8TomkObrQfhMGkf,spotify:track:1kN6Y8g8TomkObrQfhMGkf,https://api.spotify.com/v1/tracks/1kN6Y8g8TomkObrQfhMGkf,https://api.spotify.com/v1/audio-analysis/1kN6Y8g8TomkObrQfhMGkf,262507.0,4.0
criminally insane,slayer,0.398,0.995,10.0,-4.598,0.0,0.126,0.000224,0.00486,0.258,0.045,105.667,audio_features,2CniHGjlpzDBw3Skj7oplp,spotify:track:2CniHGjlpzDBw3Skj7oplp,https://api.spotify.com/v1/tracks/2CniHGjlpzDBw3Skj7oplp,https://api.spotify.com/v1/audio-analysis/2CniHGjlpzDBw3Skj7oplp,143000.0,4.0
open arms,collin raye,0.543,0.361,2.0,-6.615,1.0,0.0247,0.62,0.0,0.238,0.0774,102.021,audio_features,2rXs8yPV06s9gSofUHkLyv,spotify:track:2rXs8yPV06s9gSofUHkLyv,https://api.spotify.com/v1/tracks/2rXs8yPV06s9gSofUHkLyv,https://api.spotify.com/v1/audio-analysis/2rXs8yPV06s9gSofUHkLyv,201600.0,3.0
